,Brand,Model,Model_year,Transmission,Engine_size(cc),Drivetrain,Fuel_type,Lot_no,Kilometer,Price
382,Hyundai,asta,2009, Manual,1200,2, Petrol,7,37000,1650000
383,Hyundai,tucson,2007, Manual,2000,4, Diesel,6,77000,2900000
384,Hyundai,asta,2009, Manual,1200,2, Petrol,7,27000,1650000
385,Hyundai,santro,2009, Manual,1100,2, Petrol,7,40000,1225000
386,Hyundai,elite,2015, Manual,1200,2, Petrol,14,9000,2950000
387,Hyundai,i10,2013, Manual,1200,2, Petrol,10,23000,1850000
388,Hyundai,accent,2009, Manual,1400,2, Petrol,7,26600,1425000
389,Hyundai,i10,2012, Manual,1200,2, Petrol,16,27000,1695000
390,Hyundai,santro,2003, Manual,1100,2, Petrol,4,79000,750000
391,Hyundai,asta,2009, Manual,1200,2, Petrol,7,30000,1700000
392,Hyundai,eon,2013, Manual,800,2, Petrol,11,10000,1450000
393,Hyundai,i20,2010, Manual,1200,2, Petrol,8,42000,1585000
394,Hyundai,i20,2010, Manual,1200,2, Petrol,8,41000,1575000
395,Hyundai,santro,2006, Manual,1100,2, Petrol,5,80000,975000
396,Hyundai,getz,2009, Manual,1400,2, Petrol,7,25000,1300000
397,Hyundai,i10,2009, Manual,1100,2, Petrol,6,18000,1275000
398,Hyundai,santro,2007, Manual,1100,2, Petrol,5,52000,850000
399,Hyundai,i10,2014, Automatic,1200,2, Petrol,14,22000,2100000
400,Hyundai,asta,2010, Manual,1200,2, Petrol,8,46000,1790000
401,Hyundai,santro,2000, Manual,1100,2, Petrol,3,51000,590000
402,Hyundai,tucson,2008, Manual,2000,4, Diesel,6,56581,3100000
403,Hyundai,getz,2006, Manual,1400,2, Petrol,5,49723,1100000
404,Hyundai,santro,2008, Manual,1100,2, Petrol,6,34000,1175000
405,Hyundai,asta,2010, Manual,1200,2, Petrol,8,38000,1750000
406,Hyundai,i20,2010, Manual,1200,2, Petrol,7,42000,1575000
407,Hyundai,getz,2009, Manual,1400,2, Petrol,9,46000,1375000
408,Hyundai,asta,2009, Manual,1200,2, Petrol,7,27000,1700000
409,Hyundai,santro,2009, Manual,1100,2, Petrol,7,40000,1225000
410,Hyundai,asta,2009, Manual,1200,2, Petrol,7,32000,1525000
411,Hyundai,santro,2003, Manual,1100,2, Petrol,4,26000,775000
412,Hyundai,santro,2008, Manual,1100,2, Petrol,6,40000,1100000
413,Hyundai,santro,2005, Manual,1100,2, Petrol,5,50000,950000
414,Hyundai,asta,2009, Manual,1200,2, Petrol,7,32000,1775000
415,Hyundai,tucson,2009, Manual,2000,4, Diesel,8,45000,3349000
416,Hyundai,getz,2009, Manual,1400,2, Petrol,7,30000,1275000
417,Hyundai,santro,2006, Manual,1100,2, Petrol,5,50000,1000000
418,Hyundai,i10,2013, Manual,1200,2, Petrol,10,21000,1775000
419,Hyundai,tucson,2006, Manual,2000,4, Diesel,5,56000,2600000
420,Hyundai,i10,2011, Manual,1100,2, Petrol,9,26000,1575000
421,Hyundai,asta,2010, Manual,1200,2, Petrol,7,25500,1795000
422,Hyundai,i10,2012, Manual,1200,2, Petrol,10,28000,1775000
423,Hyundai,eon,2012, Manual,800,2, Petrol,9,29000,1090000
424,Hyundai,i10,2009, Manual,1200,2, Petrol,7,43000,1540000
425,Hyundai,i10,2012, Manual,1200,2, Petrol,2,33000,1665000
426,Hyundai,accent,2008, Manual,1400,2, Petrol,6,40000,1425000
427,Hyundai,santro,2007, Manual,1000,2, Petrol,6,40000,900000
428,Hyundai,santro,2007, Manual,1100,2, Petrol,6,40000,1150000
429,Hyundai,asta,2009, Automatic,1400,2, Petrol,7,40000,1850000
430,Hyundai,i10,2009, Manual,1200,2, Petrol,7,43000,1850000
431,Hyundai,i10,2010, Manual,1200,2, Petrol,9,26000,1600000
432,Hyundai,i10,2010, Manual,1200,2, Petrol,9,31000,1525000
433,Hyundai,asta,2014, Manual,1200,2, Petrol,11,16000,2450000
434,Hyundai,santro,2000, Manual,1000,2, Petrol,3,60000,550000
435,Hyundai,i10,2011, Manual,1100,2, Petrol,9,23000,1550000
436,Hyundai,asta,2014, Manual,1200,2, Petrol,11,14000,2375000
437,Hyundai,i20,2010, Manual,1200,2, Petrol,8,37000,1725000
438,Hyundai,i20,2009, Manual,1200,2, Petrol,7,26000,1500000
439,Hyundai,i10,2011, Manual,1100,2, Petrol,9,30000,1575000
440,Hyundai,asta,2010, Manual,1200,2, Petrol,8,30000,1775000
441,Hyundai,i10,2014, Manual,1200,2, Petrol,12,14000,1875000
442,Hyundai,santro,2007, Manual,1100,2, Petrol,6,40000,1150000
443,Hyundai,i10,2014, Manual,1200,2, Petrol,12,15000,2200000
444,Hyundai,santro,2006, Manual,1100,2, Petrol,5,60000,1200000
445,Hyundai,i20,2010, Manual,1200,2, Petrol,8,32000,1500000
446,Hyundai,i10,2010, Manual,1200,2, Petrol,7,30000,1575000
447,Hyundai,i10,2010, Manual,1200,2, Petrol,8,30000,1575000
448,Hyundai,asta,2014, Manual,1200,2, Petrol,12,25000,2400000
449,Hyundai,santro,2003, Manual,1100,2, Petrol,4,50000,725000
450,Hyundai,accent,2004, Manual,1300,2, Petrol,5,53000,850000
451,Hyundai,i10,2013, Manual,1200,2, Petrol,10,43000,1860000
452,Hyundai,i10,2009, Manual,1100,2, Petrol,7,50000,1300000
453,Hyundai,i10,2010, Manual,1200,2, Petrol,9,37000,1575000
454,Hyundai,santro,2008, Manual,1100,2, Petrol,7,50000,1225000
455,Hyundai,i10,2009, Manual,1100,2, Petrol,7,50000,1325000
456,Hyundai,i10,2011, Manual,1200,2, Petrol,9,29000,1650000
457,Hyundai,santro,2007, Manual,1000,2, Petrol,7,52000,900000
458,Hyundai,i10,2013, Manual,1100,2, Petrol,10,25000,1600000
459,Hyundai,i10,2010, Manual,1200,2, Petrol,9,30000,1575000
460,Hyundai,eon,2012, Manual,800,2, Petrol,10,64400,1350000
461,Hyundai,elantra,2014, Manual,1600,2, Petrol,12,13000,3100000
462,Hyundai,i10,2008, Manual,1200,2, Petrol,6,40000,1325000
463,Hyundai,santro,2006, Manual,1100,2, Petrol,6,50000,1075000
464,Hyundai,i10,2009, Manual,1200,2, Petrol,7,35000,1445000
465,Hyundai,santro,2010, Manual,1100,2, Petrol,8,32000,1325000
466,Hyundai,i10,2009, Manual,1200,2, Petrol,7,38000,1400000
467,Hyundai,asta,2010, Manual,1200,2, Petrol,8,30000,1800000
468,Hyundai,santro,2010, Manual,1100,2, Petrol,8,37000,1310000
469,Hyundai,santro,2007, Manual,1100,2, Petrol,6,53000,1175000
470,Hyundai,accent,2009, Manual,1400,2, Petrol,7,34000,1650000
471,Hyundai,i10,2012, Manual,1100,2, Petrol,10,35000,1600000
472,Hyundai,accent,2008, Manual,1400,2, Petrol,6,35000,1425000
473,Hyundai,i10,2009, Manual,1100,2, Petrol,7,40000,1275000
474,Hyundai,i10,2009, Manual,1200,2, Petrol,7,37000,1400000
475,Hyundai,santro,2011, Manual,1100,2, Petrol,9,22500,1345000
476,Hyundai,accent,2008, Manual,1400,2, Petrol,6,42000,1550000
477,Hyundai,santro,2006, Manual,1100,2, Petrol,5,55000,1050000
478,Hyundai,tucson,2011, Automatic,2000,4, Diesel,9,53000,5800000
479,Hyundai,i20,2016, Manual,1200,2, Petrol,15,400,3350000
480,Hyundai,santro,2007, Manual,1100,2, Petrol,6,45000,1150000
481,Hyundai,santro,2011, Manual,1100,2, Petrol,9,35000,2011
482,Hyundai,getz,2007, Manual,1400,2, Petrol,5,63000,1000000
483,Hyundai,asta,2010, Manual,1200,2, Petrol,9,4500,2000000
484,Hyundai,i10,2010, Manual,1200,2, Petrol,8,42000,1525000
485,Hyundai,santro,2006, Manual,1000,2, Petrol,2,40000,1025000
486,Hyundai,i10,2014, Manual,1200,2, Petrol,12,5500,2125000
487,Hyundai,santro,2013, Manual,1100,2, Petrol,10,25000,1600000
488,Hyundai,santro,2013, Manual,1100,2, Petrol,10,25000,1600000
489,Hyundai,i10,2009, Manual,1200,2, Petrol,7,40000,1350000
490,Hyundai,i20,2010, Manual,1200,2, Petrol,8,28000,1625000
491,Hyundai,santro,2013, Manual,1100,2, Petrol,10,25000,1500000
492,Hyundai,i10,2013, Manual,1200,2, Petrol,10,26000,1775000
493,Hyundai,santro,2013, Manual,1100,2, Petrol,10,25000,1550000
494,Hyundai,santro,2013, Manual,1100,2, Petrol,10,25000,1550000
495,Hyundai,santro,2004, Manual,1100,2, Petrol,5,60000,800000
496,Hyundai,elantra,2013, Manual,1600,2, Petrol,10,21000,3100000
497,Hyundai,i10,2008, Manual,1100,2, Petrol,6,20000,1324999
498,Hyundai,santro,2013, Manual,1100,2, Petrol,10,25000,1600000
499,Hyundai,santro,2009, Manual,1100,2, Petrol,7,50000,1225000
500,Hyundai,i10,2013, Manual,1200,2, Petrol,11,16000,1875000
501,Hyundai,tucson,2007, Manual,2000,2, Petrol,6,1991,2725000
502,Hyundai,tucson,2010, Manual,2000,2, Diesel,8,33000,4800000
503,Hyundai,santro,2007, Manual,1100,2, Petrol,6,4000,1170000
504,Hyundai,santro,2013, Manual,1100,2, Petrol,10,25000,1600000
505,Hyundai,santro,2013, Automatic,1100,2, Petrol,10,1500,1400000
506,Hyundai,santro,2008, Manual,1100,2, Petrol,6,35000,1175000
507,Hyundai,santro,2005, Manual,1100,2, Petrol,8,65000,850000
508,Hyundai,i20,2009, Manual,1200,2, Petrol,7,40000,1575000
509,Hyundai,tucson,2011, Manual,2000,4, Diesel,9,23000,5050000
510,Hyundai,i10,2011, Manual,1200,2, Petrol,9,29000,1675000
511,Hyundai,i10,2010, Manual,1200,2, Petrol,9,49000,1525000
512,Hyundai,i10,2008, Manual,1200,2, Petrol,8,35000,1545000
513,Hyundai,i10,2012, Manual,1100,2, Petrol,9,23000,1675000
514,Hyundai,asta,2009, Manual,1200,2, Petrol,7,35000,1700000
515,Hyundai,elantra,2014, Manual,1600,2, Petrol,11,16000,3199999
516,Hyundai,santro,2006, Manual,1100,2, Petrol,5,40000,1050000
517,Hyundai,santro,2007, Manual,1100,2, Petrol,7,50000,1150000
518,Hyundai,tucson,2007, Manual,2000,2, Petrol,6,46000,2850000
519,Hyundai,getz,2009, Manual,1400,2, Petrol,7,40000,1225000
520,Hyundai,i10,2012, Manual,1100,2, Petrol,9,23000,1675000
521,Hyundai,i10,2009, Manual,1200,2, Petrol,7,40000,1435000
522,Hyundai,getz,2006, Automatic,1400,2, Petrol,5,59000,1355000
523,Hyundai,tucson,2009, Manual,2000,4, Diesel,7,40000,3300000
524,Hyundai,i20,2010, Manual,1200,2, Petrol,8,30000,1625000
525,Hyundai,i10,2009, Manual,1200,2, Petrol,7,38000,1360000
526,Hyundai,santro,2008, Manual,1100,2, Petrol,6,57000,1150000
527,Hyundai,i10,2014, Manual,1200,2, Petrol,12,10900,2455000
528,Hyundai,i10,2013, Manual,1200,2, Petrol,11,18000,1975000
529,Hyundai,i10,2009, Manual,1100,2, Petrol,9,19200,155000
530,Hyundai,santro,2008, Manual,1100,2, Petrol,6,45000,1175000
531,Hyundai,i10,2008, Manual,1200,2, Petrol,7,42000,1325000
532,Hyundai,santro,2002, Manual,1100,2, Petrol,4,70000,650000
533,Hyundai,i10,2013, Manual,1200,2, Petrol,10,18000,1850000
534,Hyundai,asta,2009, Manual,1200,2, Petrol,7,20000,1725000
535,Hyundai,asta,2009, Manual,1200,2, Petrol,7,27000,1725000
536,Hyundai,i10,2009, Manual,1100,2, Petrol,9,19200,1550000
537,Hyundai,asta,2010, Manual,1200,2, Petrol,8,41000,1850000
538,Hyundai,getz,2004, Manual,1400,2, Petrol,5,49000,1025000
539,Hyundai,i20,2009, Automatic,1200,2, Petrol,7,30000,1550000
540,Hyundai,tucson,2013, Manual,2000,4, Diesel,11,39000,6000000
541,Hyundai,tucson,2009, Manual,2000,2, Diesel,7,43000,3300000
542,Hyundai,i10,2008, Manual,1200,2, Petrol,6,39000,1325000
543,Hyundai,tucson,2006, Manual,2000,2, Petrol,5,54000,2650000
544,Hyundai,i10,2014, Manual,1200,2, Petrol,11,30400,2000000
545,Hyundai,santro,2010, Manual,1100,2, Petrol,8,30000,1300000
546,Hyundai,i20,2010, Manual,1200,2, Petrol,8,29000,1650000
547,Hyundai,tucson,2007, Manual,2000,4, Diesel,6,68600,2650000
548,Hyundai,i10,2014, Manual,1200,2, Petrol,12,6000,2300000
549,Hyundai,asta,2014, Manual,1200,2, Petrol,12,22000,2450000
550,Hyundai,i20,2010, Manual,1200,2, Petrol,7,35500,1650000
551,Hyundai,i10,2014, Manual,1200,2, Petrol,11,30450,2000000
552,Hyundai,santro,2006, Manual,1100,2, Petrol,5,40000,1100000
553,Hyundai,santro,2011, Manual,1100,2, Petrol,9,30000,1350000
554,Hyundai,i10,2009, Manual,1200,2, Petrol,7,41000,1450000
555,Hyundai,i10,2014, Manual,1200,2, Petrol,11,30000,2076000
556,Hyundai,tucson,2011, Manual,2000,4, Diesel,9,34000,5200000
557,Hyundai,i10,2009, Automatic,1200,2, Petrol,7,46000,1575000
558,Hyundai,tucson,2012, Manual,2000,2, Petrol,10,45000,5575000
559,Hyundai,i10,2010, Manual,1200,2, Petrol,7,30000,1475000
560,Hyundai,i10,2009, Manual,1100,2, Petrol,7,29000,1250000
561,Hyundai,i10,2009, Manual,1100,2, Petrol,7,22000,1250000
562,Hyundai,tucson,2009, Manual,2000,4, Diesel,8,35000,3500000
563,Hyundai,i10,2008, Manual,1200,2, Petrol,6,36000,1350000
564,Hyundai,i10,2010, Automatic,1200,2, Petrol,8,35000,1725000
565,Hyundai,i10,2009, Manual,1200,2, Petrol,7,45000,1390000
566,Hyundai,asta,2010, Manual,1200,2, Petrol,8,30000,1850000
567,Hyundai,tucson,2010, Manual,2000,4, Diesel,9,30000,5800000
568,Hyundai,accent,1995, Manual,1300,2, Petrol,3,62000,250000
569,Hyundai,santro,2003, Manual,1000,2, Petrol,12,40000,700000
570,Hyundai,i10,2014, Manual,1200,2, Petrol,11,15000,2475000
571,Hyundai,getz,2005, Manual,1400,2, Petrol,5,47000,1100000
572,Hyundai,santro,2007, Manual,1100,2, Petrol,6,44000,1175000
573,Hyundai,santro,2007, Manual,1100,2, Petrol,6,50000,1175000
574,Hyundai,asta,2014, Manual,1200,2, Petrol,11,13000,2450000
575,Hyundai,santro,2000, Manual,1000,2, Petrol,3,58564,520000
576,Hyundai,santro,2009, Manual,1100,2, Petrol,7,29000,1250000
577,Hyundai,asta,2014, Manual,1200,2, Petrol,11,22000,2450000
578,Hyundai,eon,2013, Manual,800,2, Petrol,11,30000,1300000
579,Hyundai,accent,2009, Manual,1400,2, Petrol,6,39000,1499999
580,Hyundai,eon,2013, Manual,800,2, Petrol,10,14000,1400000
581,Hyundai,asta,2010, Manual,1200,2, Petrol,7,17000,1850000
582,Hyundai,santro,2009, Manual,1100,2, Petrol,7,26000,1250000
583,Hyundai,santro,2010, Manual,1100,2, Petrol,8,28000,1300000
584,Hyundai,i10,2013, Manual,1200,2, Petrol,11,18000,1775000
585,Hyundai,santro,2003, Manual,1200,2, Petrol,4,70000,825000
586,Hyundai,tucson,2008, Manual,2000,4, Diesel,6,51000,3200000
587,Hyundai,i10,2011, Manual,1200,2, Petrol,9,23000,1675000
588,Hyundai,santro,2003, Manual,1100,2, Petrol,4,51000,725000
